INSTNM,Agriculture,Natural Resources and Conservation,Architecture,Communication,Communications Technologies/Technicians,Computer And Information Sciences,Personal And Culinary Services,Education,Engineering,Engineering Technologies,"Foreign Languages, Literatures, And Linguistics",Family And Consumer Sciences/Human Sciences,Legal Professions And Studies,English Language And Literature/Letters,Liberal Arts And Sciences,Library Science,Biological And Biomedical Sciences,Mathematics And Statistics,Military Technologies And Applied Sciences,Multi/Interdisciplinary Studies,"Parks, Recreation, Leisure, And Fitness Studies",Philosophy And Religious Studies,Theology And Religious Vocations,Physical Sciences,Science Technologies/Technicians,Psychology,"Homeland Security, Law Enforcement, Firefighting And Related Protective Services", Public Administration And Social Service Professions,Social Sciences,Construction Trades,Mechanic And Repair Technologies/Technicians,Precision Production,Transportation And Materials Moving,Visual And Performing Arts,Health Professions And Related Programs,"Business, Management, Marketing, And Related Support Services",History
Columbia State Community College,0.0,0.0,0.0,0.0,2.01,1.18,0.0,2.37,0.0,0.0,0.0,0.12,0.0,0.0,50.529999999999994,0.0,0.0,0.0,0.0,0.47000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.95,0.0,0.0,1.78,34.32,4.73,0.0
Concorde Career College-Memphis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Tennessee College of Applied Technology-Covington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,23.03,0.0,0.0,13.16,13.819999999999999,0.0
Cumberland University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.5499999999999999,3.3099999999999996,0.0,3.5900000000000003,0.5499999999999999,0.0,0.0,8.559999999999999,0.0,0.0,0.0,0.0,1.9300000000000002,4.97,0.0,1.66,0.0,0.0,0.0,0.0,5.25,46.96,19.89,0.0
Lipscomb University,0.0,0.44,0.0,4.51,0.0,1.6,0.0,7.86,5.970000000000001,0.0,0.8699999999999999,1.31,2.4699999999999998,1.8900000000000001,0.8699999999999999,0.0,7.42,1.16,0.0,3.06,3.7800000000000002,1.16,2.33,0.73,0.0,6.84,0.15,2.04,1.6,0.0,0.0,0.0,0.0,4.22,15.28,21.69,0.73
Tennessee College of Applied Technology-Dickson,0.0,0.0,0.0,0.0,0.0,0.0,8.86,0.0,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.580000000000002,13.569999999999999,0.0,2.22,33.52,5.54,0.0
Hussian College-Daymar College Nashville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.08,23.080000000000002,0.0
Dyersburg State Community College,0.0,0.0,0.0,0.0,0.0,1.01,0.0,1.01,0.0,0.0,0.0,3.85,0.0,0.0,55.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8099999999999999,0.0,0.0,0.0,1.01,0.0,0.0,0.0,35.5,1.22,0.0
East Tennessee State University,0.0,0.0,0.04,3.74,1.59,2.45,0.0,3.01,0.0,3.27,0.69,2.45,0.0,2.54,6.84,0.0,3.05,1.0699999999999998,0.0,0.0,6.75,0.13,0.0,2.02,0.0,4.82,4.5600000000000005,4.51,3.35,0.0,0.0,0.0,0.0,3.9600000000000004,25.28,12.17,1.72
Chattanooga College Medical Dental and Technical Careers,0.0,0.0,0.0,0.0,0.0,4.17,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0
Tennessee College of Applied Technology-Elizabethton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,32.43,4.95,0.0,0.0,50.99,7.430000000000001,0.0
The Hair Academy LLC,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fisk University,0.0,0.0,0.0,0.0,0.0,3.4799999999999995,0.0,0.8699999999999999,0.0,0.0,0.8699999999999999,0.0,0.0,7.829999999999999,0.0,0.0,20.0,0.8699999999999999,0.0,0.0,0.0,0.0,0.0,6.09,0.0,16.520000000000003,0.0,0.0,17.39,0.0,0.0,0.0,0.0,4.35,0.0,19.13,2.6100000000000003
Welch College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.98,0.0,0.0,0.0,0.0,0.0,9.43,0.0,0.0,15.09,0.0,0.0,0.0,3.7699999999999996,0.0,35.85,0.0,0.0,9.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,1.8900000000000001
Freed-Hardeman University,0.0,0.36,0.0,3.5700000000000003,0.0,1.79,0.0,5.0,0.36,0.0,1.0699999999999998,3.2099999999999995,0.0,2.5,0.0,0.0,6.79,1.79,0.0,4.29,5.71,0.0,8.21,1.0699999999999998,0.0,5.71,3.2099999999999995,6.43,0.7100000000000001,0.0,0.0,0.0,0.0,6.43,9.29,20.71,1.79
Tennessee College of Applied Technology-Harriman,0.0,0.0,0.0,0.0,0.0,0.0,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,25.15,31.900000000000002,0.0,0.0,23.31,7.9799999999999995,0.0
Tennessee College of Applied Technology-Hartsville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.64,37.18,0.0,0.0,19.869999999999997,14.74,0.0
Hiwassee College,8.62,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69,0.0,0.0
Tennessee College of Applied Technology-Hohenwald,0.0,0.0,0.0,0.0,0.0,0.0,10.26,0.0,0.0,11.540000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.919999999999998,8.55,0.0,3.85,31.619999999999997,7.26,0.0
Tennessee College of Applied Technology-Jacksboro,0.0,0.0,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.409999999999997,15.03,0.0,0.0,34.64,16.99,0.0
Jackson State Community College,0.0,0.0,0.0,0.0,0.0,2.69,0.0,0.5700000000000001,0.0,2.97,0.0,0.0,0.0,0.0,59.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.01,2.69,0.0
John A Gupton College,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnson University,0.0,0.0,0.0,4.5,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,10.5,1.0
Paul Mitchell the School-Murfreesboro,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
King University,0.0,0.0,0.0,2.35,0.0,8.49,0.0,1.3299999999999998,0.0,0.0,0.1,0.0,0.0,1.43,3.37,0.0,2.04,0.51,0.0,1.1199999999999999,0.2,0.31,0.2,0.31,0.0,7.26,4.19,0.1,1.3299999999999998,0.0,0.0,0.0,0.0,1.3299999999999998,33.95,28.939999999999998,1.1199999999999999
South College,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,4.569999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,6.4,0.0
Lane College,0.0,0.0,0.0,10.37,0.0,2.44,0.0,10.37,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,18.29,0.61,0.0,3.05,0.0,0.0,0.0,2.44,0.0,0.0,15.24,0.0,10.37,0.0,0.0,0.0,0.0,0.61,0.0,23.169999999999998,1.83
